batt_volt,batt_curr,output_volt,output_curr,pwr_in,pwr_out,time_stamp
24.4731,16.9285,219.5321,1.4889,410.5159,325.3041,230.22334933280945
24.4736,16.7892,218.9058,1.4874,410.2166,325.3041,231.18207001686096
24.4687,16.9004,219.3597,1.4898,410.2166,325.2711,232.24073195457458
24.4687,16.8333,218.7744,1.4877,411.2343,325.2711,233.1965470314026
24.4662,16.8726,219.1589,1.4863,411.2343,324.1915,234.15440011024475
24.468,16.8115,218.7728,1.4852,410.688,324.1915,235.21305632591248
24.4577,16.8811,218.9297,1.4864,410.688,323.8636,236.17086625099182
24.4519,16.902,219.2603,1.4873,412.6028,323.8636,237.22905254364014
24.4547,16.8303,219.0603,1.4878,412.6028,324.3173,238.18538808822632
24.4514,16.8134,218.68,1.4842,410.4082,324.3173,239.24257111549377
24.4474,16.9005,219.2075,1.4894,410.4082,324.9823,240.19884061813354
24.4501,16.8817,219.4098,1.4881,412.0421,324.9823,241.15734457969666
24.4491,16.8265,218.8703,1.487,412.0421,323.9523,242.2159185409546
24.4403,16.8736,219.456,1.4905,411.6479,323.9523,243.17291522026062
24.4477,16.8502,218.902,1.4872,411.6479,323.9629,244.2301890850067
24.4365,16.8969,219.4289,1.4886,412.1858,323.9629,245.1876266002655
24.4335,16.7997,218.8518,1.4873,412.1858,323.8968,246.24781155586243
24.4188,16.9528,219.443,1.4904,413.2213,323.8968,247.20504069328308
24.4405,16.8442,218.7987,1.4831,413.2213,322.9243,248.16071605682373
24.4303,16.9406,219.3923,1.4886,413.1225,322.9243,249.22046184539795
24.4262,16.9171,219.4433,1.4895,413.1225,325.307,250.17716526985168
24.4136,16.8569,218.9354,1.488,410.8332,325.307,251.23643898963928
24.4049,16.9153,219.4652,1.4866,410.8332,324.69,252.1946120262146
24.4093,16.8363,218.8142,1.4868,410.2308,324.69,253.15488982200623
24.4033,16.9415,219.4282,1.4883,410.2308,324.9888,254.21236085891724
24.4127,16.8159,218.9222,1.4842,409.8162,324.9888,255.16892886161804
24.4077,16.8761,219.1002,1.4853,409.8162,323.8428,256.2269661426544
24.4066,16.9343,219.5021,1.4911,412.5432,323.8428,257.21185874938965
24.3987,16.8687,218.8748,1.4836,412.5432,323.1227,258.2027585506439
24.3926,16.9548,219.4801,1.4877,412.8148,323.1227,259.1972324848175
24.3971,16.8591,218.9584,1.4851,412.8148,323.6749,260.1939306259155
24.3895,16.8931,219.3062,1.4879,411.1835,323.6749,261.25227332115173
24.3823,16.8705,218.8772,1.4867,411.1835,323.9052,262.21151971817017
24.3764,16.9141,219.398,1.4868,411.5221,323.9052,263.16910576820374
24.3899,16.8112,218.7683,1.4844,411.5221,323.2041,264.2279677391052
24.3819,16.8896,219.3709,1.4891,411.0007,323.2041,265.18563294410706
